title,company,price,year,km_driven,fuel_type,transmission,city,link
Hyundai Grand I10 Nios (2024),Hyundai,600000,2024,9940,Petrol,Automatic,"LIC Colony, Bengaluru",https://www.olx.in/item/cars-c84-used-hyundai-grand-i10-nios-in-lic-colony-bengaluru-iid-1847449804
Hyundai Eon (2016),Hyundai,195000,2016,110000,Petrol,Manual,"West Marredpally Syndicate Bank Colony, Secunderabad",https://www.olx.in/item/cars-c84-used-hyundai-eon-in-west-marredpally-syndicate-bank-colony-secunderabad-iid-1845107254
Maruti Suzuki S-Presso (2023),Maruti Suzuki,297000,2023,71115,Petrol,Manual,"Marriguda, Hyderabad",https://www.olx.in/item/cars-c84-used-maruti-suzuki-s-presso-in-marriguda-hyderabad-iid-1847449911
Ford Ecosport (2015),Ford,248000,2015,92097,Petrol,Manual,"Bonhooghly, Kolkata",https://www.olx.in/item/cars-c84-used-ford-ecosport-in-bonhooghly-kolkata-iid-1847183449
Maruti Suzuki Alto K10 (2018),Maruti Suzuki,310000,2018,22000,Petrol,Automatic,"Kadamkuan, Patna",https://www.olx.in/item/cars-c84-used-maruti-suzuki-alto-k10-in-kadamkuan-patna-iid-1847449808
Maruti Suzuki Swift Dzire (2017),Maruti Suzuki,325000,2017,23567,Petrol,Manual,"Bonhooghly, Kolkata",https://www.olx.in/item/cars-c84-used-maruti-suzuki-swift-dzire-in-bonhooghly-kolkata-iid-1847357172
Tata Nexon (2022),Tata,676000,2022,41041,Petrol,Automatic,New Town,https://www.olx.in/item/cars-c84-used-tata-nexon-in-new-town-action-area-iib-kolkata-iid-1846886448
Maruti Suzuki Dzire (2020),Maruti Suzuki,675000,2020,65000,Petrol,Automatic,"Fatman, Varanasi",https://www.olx.in/item/cars-c84-used-maruti-suzuki-dzire-in-fatman-varanasi-iid-1845772443
Mahindra Thar (2023),Mahindra,1057000,2023,8873,Petrol,Automatic,"Behala Thana, Kolkata",https://www.olx.in/item/cars-c84-used-mahindra-thar-in-behala-thana-kolkata-iid-1846773190
Maruti Suzuki Wagon R (2012),Maruti Suzuki,274000,2012,64000,Petrol,Manual,"Swargate, Pune",https://www.olx.in/item/cars-c84-used-maruti-suzuki-wagon-r-in-swargate-pune-iid-1847271856
Maruti Suzuki Ignis (2022),Maruti Suzuki,439000,2022,7403,Petrol,Automatic,"Bonhooghly, Kolkata",https://www.olx.in/item/cars-c84-used-maruti-suzuki-ignis-in-bonhooghly-kolkata-iid-1846813229
Mahindra Xuv500 (2016),Mahindra,780000,2016,186000,Diesel,Automatic,"Suritta Village, Visakhapatnam",https://www.olx.in/item/cars-c84-used-mahindra-xuv500-in-suritta-village-visakhapatnam-iid-1834345559
Maruti Suzuki Dzire (2017),Maruti Suzuki,381000,2017,78458,Petrol,Manual,New Town,https://www.olx.in/item/cars-c84-used-maruti-suzuki-dzire-in-new-town-action-area-iib-kolkata-iid-1843038520
Hyundai Creta Facelift (2024),Hyundai,2050000,2024,23400,Diesel,Automatic,"Baner Gaon, Pune",https://www.olx.in/item/cars-c84-used-hyundai-creta-facelift-in-baner-gaon-pune-iid-1847450860
Hyundai Grand I10 (2017),Hyundai,288200,2017,108310,Petrol,Manual,"Tathawade, Pune",https://www.olx.in/item/cars-c84-used-hyundai-grand-i10-in-tathawade-pune-iid-1847357249
Maruti Suzuki Swift (2014),Maruti Suzuki,230000,2014,57590,Petrol,Manual,"Powai, Mumbai",https://www.olx.in/item/cars-c84-used-maruti-suzuki-swift-in-powai-mumbai-iid-1846849659
Renault Triber (2022),Renault,543223,2022,26026,Petrol,Automatic,"Amanora Park Town, Pune",https://www.olx.in/item/cars-c84-used-renault-triber-in-amanora-park-town-pune-iid-1846053510
Toyota Urban Cruiser (2022),Toyota,635100,2022,50265,Petrol,Manual,"Ulhasnagar, Thane",https://www.olx.in/item/cars-c84-used-toyota-urban-cruiser-in-ulhasnagar-thane-iid-1846767579
Mahindra Xuv700 (2024),Mahindra,2300000,2024,9000,Diesel,Automatic,Sangowal,https://www.olx.in/item/cars-c84-used-mahindra-xuv700-in-sangowal-100-dhilwan-iid-1847451620
Hyundai Verna (2016),Hyundai,395000,2016,75369,Petrol,Automatic,Rohini Sector,https://www.olx.in/item/cars-c84-used-hyundai-verna-in-rohini-sector-10-delhi-iid-1846397431
Hyundai I20 (2017),Hyundai,550000,2017,83000,Petrol,Automatic,"Shahupuri, Kolhapur",https://www.olx.in/item/cars-c84-used-hyundai-i20-in-shahupuri-kolhapur-iid-1836691091
Kia Seltos (2024),Kia,1299999,2024,2800,Petrol,Automatic,"Greater Kailash, Delhi",https://www.olx.in/item/cars-c84-used-kia-seltos-in-greater-kailash-delhi-iid-1847451600
Hyundai New I20 (2023),Hyundai,737743,2023,37658,Petrol,Automatic,Rohini Sector,https://www.olx.in/item/cars-c84-used-hyundai-new-i20-in-rohini-sector-10-delhi-iid-1846735952
Renault Kwid (2016),Renault,190000,2016,45459,Petrol,Automatic,"Raja Garden, Delhi",https://www.olx.in/item/cars-c84-used-renault-kwid-in-raja-garden-delhi-iid-1847011442
Maruti Suzuki Swift Dzire (2012),Maruti Suzuki,275000,2012,20321,Petrol,Manual,"Rabindra Nagar, Siliguri",https://www.olx.in/item/cars-c84-used-maruti-suzuki-swift-dzire-in-rabindra-nagar-siliguri-iid-1843862228
Renault Triber (2019),Renault,475000,2019,23000,Petrol,Automatic,"Khar West, Mumbai",https://www.olx.in/item/cars-c84-used-renault-triber-in-khar-west-mumbai-iid-1842235218
Chevrolet Beat (2011),Audi,120000,2011,84000,Petrol,Manual,"Avadi, Chennai",https://www.olx.in/item/cars-c84-used-chevrolet-beat-in-avadi-chennai-iid-1838427771
Tata Nexon (2021),Tata,475000,2021,35457,Petrol,Automatic,Sector,https://www.olx.in/item/cars-c84-used-tata-nexon-in-sector-18-noida-iid-1844842393
Honda Amaze (2019),Honda,315000,2019,60125,Petrol,Manual,Sector,https://www.olx.in/item/cars-c84-used-honda-amaze-in-sector-17e-chandigarh-iid-1846812587
Mahindra Thar (2022),Mahindra,1069000,2022,50593,Petrol,Automatic,Noida,https://www.olx.in/item/cars-c84-used-mahindra-thar-in-noida-greater-noida-expressway-noida-iid-1846539243
Maruti Suzuki Wagon R (2011),Maruti Suzuki,255000,2011,75000,Petrol,Manual,"Urapakkam, Chennai",https://www.olx.in/item/cars-c84-used-maruti-suzuki-wagon-r-in-urapakkam-chennai-iid-1847403642
Maruti Suzuki Eeco (2024),Maruti Suzuki,451000,2024,8052,Petrol,Manual,"New Manpura, Patna",https://www.olx.in/item/cars-c84-used-maruti-suzuki-eeco-in-new-manpura-patna-iid-1847019450
Mahindra Thar (2022),Mahindra,953067,2022,50593,Diesel,Manual,Vaishali Sector,https://www.olx.in/item/cars-c84-used-mahindra-thar-in-vaishali-sector-3-ghaziabad-iid-1847322216
Tata Indica V2 (2005),Tata,70000,2005,25000,Petrol,Manual,"JP Nagar, Bengaluru",https://www.olx.in/item/cars-c84-used-tata-indica-v2-in-jp-nagar-bengaluru-iid-1847452021
Maruti Suzuki Swift (2013),Maruti Suzuki,300000,2013,144250,Petrol,Manual,"Juna Bilaspur, Bilaspur",https://www.olx.in/item/cars-c84-used-maruti-suzuki-swift-in-juna-bilaspur-bilaspur-iid-1830816149
Jaguar F Type (2013),Jaguar,891000,2013,28000,Diesel,Automatic,"Lansdown Road, Kolkata",https://www.olx.in/item/cars-c84-used-jaguar-f-type-in-lansdown-road-kolkata-iid-1840646497
Maruti Suzuki Swift (2023),Maruti Suzuki,356977,2023,37663,Petrol,Automatic,"Goregaon East, Mumbai",https://www.olx.in/item/cars-c84-used-maruti-suzuki-swift-in-goregaon-east-mumbai-iid-1846826155
Honda Br-V (2016),Honda,460000,2016,46409,Petrol,Automatic,Rohini Sector,https://www.olx.in/item/cars-c84-used-honda-brv-in-rohini-sector-10-delhi-iid-1844371741
Mahindra Xuv700 (2024),Mahindra,2300000,2024,9000,Diesel,Automatic,Ghuluwal,https://www.olx.in/item/cars-c84-used-mahindra-xuv700-in-ghuluwal-102-dhilwan-iid-1847451956
Skoda Kushaq (2022),Skoda,777100,2022,36071,Petrol,Manual,"Shanti Industries Estate, Thane",https://www.olx.in/item/cars-c84-used-skoda-kushaq-in-shanti-industries-estate-thane-iid-1846111001
Tata Nexon Ev (2023),Tata,800000,2023,180000,Electric,Automatic,"Shamshabad, Hyderabad",https://www.olx.in/item/cars-c84-used-tata-ev-in-shamshabad-hyderabad-iid-1847452003
Tata Tiago (2018),Tata,315000,2018,54000,Petrol,Manual,"Dwarka, Delhi",https://www.olx.in/item/cars-c84-used-tata-tiago-in-dwarka-delhi-iid-1847451964
Hyundai Elite I20 (2015),Hyundai,304000,2015,68077,Petrol,Automatic,"Sarojini Nagar, Delhi",https://www.olx.in/item/cars-c84-used-hyundai-elite-i20-in-sarojini-nagar-delhi-iid-1847399169
Tata Zest (2015),Tata,198000,2015,34000,Diesel,Automatic,"Hindi Cinema Area, Kolkata",https://www.olx.in/item/cars-c84-used-tata-zest-in-hindi-cinema-area-kolkata-iid-1840171888
Jaguar F Type (2013),Jaguar,891000,2013,28000,Diesel,Automatic,"Lansdown Road, Kolkata",https://www.olx.in/item/cars-c84-used-jaguar-f-type-in-lansdown-road-kolkata-iid-1840646497
Mahindra Thar (2022),Mahindra,1190000,2022,50593,Petrol,Manual,Sector,https://www.olx.in/item/cars-c84-used-mahindra-thar-in-sector-18-noida-iid-1846539236
Honda Amaze (2014),Honda,183000,2014,38462,Petrol,Manual,Indirapuram Shakti Khand,https://www.olx.in/item/cars-c84-used-honda-amaze-in-indirapuram-shakti-khand-2-ghaziabad-iid-1845588393
Volkswagen Polo (2012),Volkswagen,243000,2012,44000,Petrol,Manual,"Jatin Das Park, Kolkata",https://www.olx.in/item/cars-c84-used-volkswagen-polo-in-jatin-das-park-kolkata-iid-1839494472
Renault Kwid (2017),Renault,195000,2017,86916,Petrol,Automatic,Noida,https://www.olx.in/item/cars-c84-used-renault-kwid-in-noida-greater-noida-expressway-noida-iid-1846163072
Hyundai Creta (2021),Hyundai,1065000,2021,58147,Petrol,Automatic,Rohini Sector,https://www.olx.in/item/cars-c84-used-hyundai-creta-in-rohini-sector-10-delhi-iid-1844700373
Hyundai Alcazar (2022),Hyundai,1775000,2022,55000,Petrol,Automatic,"Mehunwala, Dehradun",https://www.olx.in/item/cars-c84-used-hyundai-alcazar-in-mehunwala-dehradun-iid-1840880068
Hyundai Verna (2012),Hyundai,250000,2012,89000,Diesel,Manual,"Nazeer Colony, Kalaburagi",https://www.olx.in/item/cars-c84-used-hyundai-verna-in-nazeer-colony-kalaburagi-iid-1847060265
Maruti Suzuki Ertiga (2016),Maruti Suzuki,358900,2016,65000,Petrol,Automatic,"Mansarovar Park, Delhi",https://www.olx.in/item/cars-c84-used-maruti-suzuki-ertiga-in-mansarovar-park-delhi-iid-1838919313
Maruti Suzuki Ertiga (2015),Maruti Suzuki,425000,2015,75000,Petrol,Manual,"Mansarovar Park, Delhi",https://www.olx.in/item/cars-c84-used-maruti-suzuki-ertiga-in-mansarovar-park-delhi-iid-1838782398
Hyundai New Santro (2018),Hyundai,295000,2018,92471,Petrol,Automatic,Rohini Sector,https://www.olx.in/item/cars-c84-used-hyundai-new-santro-in-rohini-sector-10-delhi-iid-1846260325
Maruti Suzuki Wagon R (2019),Maruti Suzuki,449000,2019,47967,Petrol,Manual,Noida,https://www.olx.in/item/cars-c84-used-maruti-suzuki-wagon-r-in-noida-greater-noida-expressway-noida-iid-1847216898
Hyundai Tucson (2017),Hyundai,875000,2017,84000,Petrol,Automatic,Vivek Vihar Phase,https://www.olx.in/item/cars-c84-used-hyundai-tucson-in-vivek-vihar-phase-1-delhi-iid-1846863783
Hyundai Aura (2023),Hyundai,535000,2023,42759,Petrol,Automatic,Vaishali Sector,https://www.olx.in/item/cars-c84-used-hyundai-aura-in-vaishali-sector-3-ghaziabad-iid-1847332968
Jaguar Xj (2016),Jaguar,3800000,2016,39000,Diesel,Automatic,"Jayanagar, Bengaluru",https://www.olx.in/item/cars-c84-used-jaguar-xj-in-jayanagar-bengaluru-iid-1846979286
Maruti Suzuki Ertiga (2016),Maruti Suzuki,425000,2016,65000,Petrol,Automatic,"Mansarovar Park, Delhi",https://www.olx.in/item/cars-c84-used-maruti-suzuki-ertiga-in-mansarovar-park-delhi-iid-1838919313
Maruti Suzuki Swift (2019),Maruti Suzuki,412000,2019,30678,Petrol,Automatic,"Khirki Village, Delhi",https://www.olx.in/item/cars-c84-used-maruti-suzuki-swift-in-khirki-village-delhi-iid-1846697106
Hyundai Verna (2018),Hyundai,622000,2018,75000,Petrol,Automatic,Vivek Vihar Phase,https://www.olx.in/item/cars-c84-used-hyundai-verna-in-vivek-vihar-phase-1-delhi-iid-1846721045
Maruti Suzuki Swift (2019),Maruti Suzuki,360000,2019,30678,Petrol,Manual,"Sarojini Nagar, Delhi",https://www.olx.in/item/cars-c84-used-maruti-suzuki-swift-in-sarojini-nagar-delhi-iid-1846732161
Maruti Suzuki Swift (2018),Maruti Suzuki,385000,2018,77143,Petrol,Manual,Rohini Sector,https://www.olx.in/item/cars-c84-used-maruti-suzuki-swift-in-rohini-sector-10-delhi-iid-1846362909
Maruti Suzuki Baleno (2016),Maruti Suzuki,390000,2016,66402,Petrol,Manual,"Greater Noida West, Noida",https://www.olx.in/item/cars-c84-used-maruti-suzuki-baleno-in-greater-noida-west-noida-iid-1846961780
Audi Q5 (2012),Audi,650000,2012,98000,Diesel,Automatic,"Madhapur, Hyderabad",https://www.olx.in/item/cars-c84-used-audi-q5-in-madhapur-hyderabad-iid-1846063995
Hyundai Grand I10 Nios (2021),Hyundai,595000,2021,31000,Petrol,Automatic,"Kalyan, Thane",https://www.olx.in/item/cars-c84-used-hyundai-grand-i10-nios-in-kalyan-thane-iid-1844671494
Maruti Suzuki Ertiga (2019),Maruti Suzuki,649000,2019,87662,Petrol,Manual,"Frontier Colony, Faridabad",https://www.olx.in/item/cars-c84-used-maruti-suzuki-ertiga-in-frontier-colony-faridabad-iid-1844168473
Toyota Innova Crysta (2017),Toyota,1855000,2017,89000,Diesel,Automatic,"Powai, Mumbai",https://www.olx.in/item/cars-c84-used-toyota-innova-crysta-in-powai-mumbai-iid-1847257399
Hyundai Verna (2018),Hyundai,775000,2018,63221,Diesel,Manual,"Bamrauli, Allahabad",https://www.olx.in/item/cars-c84-used-hyundai-verna-in-bamrauli-allahabad-iid-1847060803
Maruti Suzuki Swift Dzire (2013),Maruti Suzuki,258000,2013,70000,Petrol,Manual,"Behala, Kolkata",https://www.olx.in/item/cars-c84-used-maruti-suzuki-swift-dzire-in-behala-kolkata-iid-1841612279
Hyundai Grand I10 Nios (2021),Hyundai,595000,2021,31000,Petrol,Automatic,"Kalyan, Thane",https://www.olx.in/item/cars-c84-used-hyundai-grand-i10-nios-in-kalyan-thane-iid-1844671494
Toyota Urban Cruiser Hyryder (2022),Toyota,1685000,2022,62800,Petrol,Automatic,"Madri Ka Math, Udaipur",https://www.olx.in/item/cars-c84-used-toyota-urban-cruiser-hyryder-in-madri-ka-math-udaipur-iid-1845508351
Hyundai Grand I10 (2019),Hyundai,324999,2019,82895,Petrol,Manual,Rohini Sector,https://www.olx.in/item/cars-c84-used-hyundai-grand-i10-in-rohini-sector-10-delhi-iid-1845808935
Kia Sonet (2021),Kia,636200,2021,23368,Petrol,Manual,"Bangalore City Municipal Corporation Layout, Bengaluru",https://www.olx.in/item/cars-c84-used-kia-sonet-in-bangalore-city-municipal-corporation-layout-bengaluru-iid-1847452953
Chevrolet Sail (2015),Audi,150000,2015,70000,Petrol,Manual,"Naranpura, Ahmedabad",https://www.olx.in/item/cars-c84-used-chevrolet-sail-in-naranpura-ahmedabad-iid-1806459788
Maruti Suzuki Swift (2018),Maruti Suzuki,485000,2018,149965,Petrol,Automatic,JP Nagar Phase,https://www.olx.in/item/cars-c84-used-maruti-suzuki-swift-in-jp-nagar-phase-4-bengaluru-iid-1847362011
Tata Nexon (2017),Tata,577551,2017,47307,Petrol,Automatic,"Chokkanahalli, Bengaluru",https://www.olx.in/item/cars-c84-used-tata-nexon-in-chokkanahalli-bengaluru-iid-1839721127
Ford Figo (2018),Ford,325000,2018,65000,Petrol,Manual,"Chand Nagar, Delhi",https://www.olx.in/item/cars-c84-used-ford-figo-in-chand-nagar-delhi-iid-1847452984
Tata Punch (2024),Tata,890000,2024,1800,Petrol,Automatic,"Defence Colony, Bhubaneshwar",https://www.olx.in/item/cars-c84-used-tata-punch-in-defence-colony-bhubaneshwar-iid-1842807736
Volkswagen Polo (2017),Volkswagen,400000,2017,14900,Petrol,Manual,"Rachna Nagar, Bhopal",https://www.olx.in/item/cars-c84-used-volkswagen-polo-in-rachna-nagar-bhopal-iid-1846973230
Hyundai I10 (2013),Hyundai,276000,2013,18864,Petrol,Manual,"Brooke Bond First Cross, Bengaluru",https://www.olx.in/item/cars-c84-used-hyundai-i10-in-brooke-bond-first-cross-bengaluru-iid-1846878627
Mahindra Thar (2021),Mahindra,1350000,2021,81361,Petrol,Automatic,"Jafar Nagar, Nagpur",https://www.olx.in/item/cars-c84-used-mahindra-thar-in-jafar-nagar-nagpur-iid-1843462809
Maruti Suzuki Alto K10 (2019),Maruti Suzuki,260000,2019,29516,Petrol,Automatic,"Cholurpalya, Bengaluru",https://www.olx.in/item/cars-c84-used-maruti-suzuki-alto-k10-in-cholurpalya-bengaluru-iid-1847057456
Toyota Glanza (2024),Toyota,649000,2024,12198,Petrol,Automatic,"Defence Colony, Bengaluru",https://www.olx.in/item/cars-c84-used-toyota-glanza-in-defence-colony-bengaluru-iid-1847023033
Hyundai Elite I20 (2015),Hyundai,439685,2015,99365,Petrol,Manual,JP Nagar Phase,https://www.olx.in/item/cars-c84-used-hyundai-elite-i20-in-jp-nagar-phase-4-bengaluru-iid-1847342899
Honda Jazz (2018),Honda,418074,2018,77717,Petrol,Automatic,"Defence Colony, Bengaluru",https://www.olx.in/item/cars-c84-used-honda-jazz-in-defence-colony-bengaluru-iid-1846199414
Maruti Suzuki Dzire (2018),Maruti Suzuki,750000,2018,97000,Petrol,Automatic,"Wakad, Pune",https://www.olx.in/item/cars-c84-used-maruti-suzuki-dzire-in-wakad-pune-iid-1779198830
Maruti Suzuki Brezza (2023),Maruti Suzuki,750000,2023,110000,Petrol,Manual,"Ayush Palace, Charkhi Dadri",https://www.olx.in/item/cars-c84-used-maruti-suzuki-brezza-in-charkhi-dadri-haryana-iid-1846740582
Tata Nexon (2018),Tata,589000,2018,61928,Petrol,Automatic,"Chokkanahalli, Bengaluru",https://www.olx.in/item/cars-c84-used-tata-nexon-in-chokkanahalli-bengaluru-iid-1844741486
Tata Punch (2024),Tata,678000,2024,9799,Petrol,Automatic,"Cholurpalya, Bengaluru",https://www.olx.in/item/cars-c84-used-tata-punch-in-cholurpalya-bengaluru-iid-1847394805
Maruti Suzuki Brezza (2020),Maruti Suzuki,750000,2020,93000,Petrol,Automatic,"Naranpura, Ahmedabad",https://www.olx.in/item/cars-c84-used-maruti-suzuki-brezza-in-naranpura-ahmedabad-iid-1841861240
Mahindra Thar (2023),Mahindra,1440000,2023,35000,Petrol,Automatic,Sector,https://www.olx.in/item/cars-c84-used-mahindra-thar-in-sector-17-kurukshetra-iid-1842218283
Tata Tiago (2020),Tata,310000,2020,118233,Petrol,Manual,"Cholurpalya, Bengaluru",https://www.olx.in/item/cars-c84-used-tata-tiago-in-cholurpalya-bengaluru-iid-1846200925
Renault Kwid (2017),Renault,246600,2017,23446,Petrol,Automatic,"Defence Colony, Bengaluru",https://www.olx.in/item/cars-c84-used-renault-kwid-in-defence-colony-bengaluru-iid-1846200913
Nissan Micra (2017),Nissan,271600,2017,54847,Petrol,Automatic,"Chokkanahalli, Bengaluru",https://www.olx.in/item/cars-c84-used-nissan-micra-in-chokkanahalli-bengaluru-iid-1845846797
Tata Tiago (2020),Tata,310000,2020,118233,Petrol,Manual,"Garudachar Palya, Bengaluru",https://www.olx.in/item/cars-c84-used-tata-tiago-in-garudachar-palya-bengaluru-iid-1845320745
Hyundai Venue (2020),Hyundai,740000,2020,81000,Petrol,Manual,"Kishanpool Colony, Udaipur",https://www.olx.in/item/cars-c84-used-hyundai-venue-in-kishanpool-colony-udaipur-iid-1847453243
Hyundai Grand I10 Nios (2021),Hyundai,569000,2021,25419,Petrol,Manual,"Shanti Industries Estate, Thane",https://www.olx.in/item/cars-c84-used-hyundai-grand-i10-nios-in-shanti-industries-estate-thane-iid-1846122052
Mahindra Xuv300 (2021),Mahindra,556969,2021,50918,Petrol,Manual,"Shanti Industries Estate, Thane",https://www.olx.in/item/cars-c84-used-mahindra-xuv-300-in-shanti-industries-estate-thane-iid-1846121734
Tata Tiago (2016),Tata,296329,2016,67000,Petrol,Manual,"Chandlodia, Ahmedabad",https://www.olx.in/item/cars-c84-used-tata-tiago-in-chandlodia-ahmedabad-iid-1846366208
Toyota Innova Crysta (2016),Toyota,1525000,2016,135000,Diesel,Automatic,"Fatima Colony, Vasco Da Gama",https://www.olx.in/item/cars-c84-used-toyota-innova-crysta-in-fatima-colony-vasco-da-gama-iid-1844632691
Tata Nexon (2018),Tata,499000,2018,106214,Petrol,Automatic,"Shanti Industries Estate, Thane",https://www.olx.in/item/cars-c84-used-tata-nexon-in-shanti-industries-estate-thane-iid-1846408903
Hyundai I10 (2013),Hyundai,195000,2013,35692,Petrol,Automatic,"Cadbury Junction, Thane",https://www.olx.in/item/cars-c84-used-hyundai-i10-in-cadbury-junction-thane-iid-1845928927
Kia Syros (2025),Kia,969000,2025,3748,Diesel,Manual,"Cadbury Junction, Thane",https://www.olx.in/item/cars-c84-used-kia-syros-in-cadbury-junction-thane-iid-1845332821
Renault Kwid (2019),Renault,265000,2019,44233,Petrol,Automatic,"Ekta Vihar, Navi Mumbai",https://www.olx.in/item/cars-c84-used-renault-kwid-in-ekta-vihar-navi-mumbai-iid-1846808771
Mahindra Xuv300 (2022),Mahindra,530300,2022,22804,Petrol,Manual,"Cadbury Junction, Thane",https://www.olx.in/item/cars-c84-used-mahindra-xuv-300-in-cadbury-junction-thane-iid-1843893892
Mahindra Alturas G4 (2021),Mahindra,2200000,2021,34500,Diesel,,"Mumbai Central, Mumbai",https://www.olx.in/item/cars-c84-used-mahindra-alturas-g4-in-mumbai-central-mumbai-iid-1839144738
Volkswagen Polo (2017),Volkswagen,370000,2017,75643,Petrol,Manual,"Madinaguda, Hyderabad",https://www.olx.in/item/cars-c84-used-volkswagen-polo-in-madinaguda-hyderabad-iid-1847453693
Maruti Suzuki Jimny (2023),Maruti Suzuki,902700,2023,20069,Petrol,Manual,"Kompalli, Hyderabad",https://www.olx.in/item/cars-c84-used-maruti-suzuki-jimny-in-kompalli-hyderabad-iid-1847023629
Tata Tigor (2020),Tata,353900,2020,131048,Petrol,Manual,"Bollaram, Hyderabad",https://www.olx.in/item/cars-c84-used-tata-tigor-in-bollaram-hyderabad-iid-1844392019
Kia Seltos (2020),Kia,1299000,2020,102000,Petrol,Automatic,"Sant Nagar, Ludhiana",https://www.olx.in/item/cars-c84-used-kia-seltos-in-sant-nagar-ludhiana-iid-1846278488
